FileName,Standard Industrial Classification
271952.txt,['7381']
267715.txt,['2860']
282110.txt,['2870']
277588.txt,['6311']
267701.txt,"['6798', '6798']"
279886.txt,['5030']
266391.txt,['2834']
279413.txt,"['6798', '6500']"
280171.txt,['3490']
282924.txt,['6189']
269660.txt,['2834']
268502.txt,['7372']
283791.txt,['6036']
282702.txt,['6770']
269136.txt,['2834']
270373.txt,[]
272642.txt,['6221']
267588.txt,['2834']
283855.txt,['6770']
270592.txt,['2834']
280763.txt,['7372']
275411.txt,['5712']
278648.txt,['8071']
283007.txt,['6022']
274385.txt,"['6798', '6798']"
269254.txt,['7370']
281547.txt,['6798']
283950.txt,['6189']
285870.txt,['5944']
274520.txt,['3100']
281347.txt,['3663']
271206.txt,['1540']
271966.txt,['2082']
274025.txt,['2990']
278917.txt,['3411']
279930.txt,['8741']
278743.txt,['3272']
271461.txt,['6021']
265872.txt,['5411']
272386.txt,['2844']
267883.txt,['8082']
282477.txt,['6022']
267506.txt,['6022']
276867.txt,['3523']
267627.txt,['6282']
285531.txt,['2833']
265597.txt,['2836']
268990.txt,['6022']
270971.txt,['2834']
266103.txt,['2834']
284447.txt,['3724']
278980.txt,['5090']
278560.txt,['3420']
278879.txt,['7948']
281970.txt,['2834']
270461.txt,['2890']
276408.txt,['3714']
275738.txt,['2911']
279052.txt,['3569']
268870.txt,"['6189', '6189']"
271265.txt,[]
266269.txt,['7373']
273991.txt,['5812']
265186.txt,['2860']
270458.txt,['5812']
277252.txt,['3577']
274826.txt,['4841']
277567.txt,['3845']
284485.txt,['5063']
283585.txt,['6189']
275166.txt,['6189']
285252.txt,['6795']
265134.txt,['5900']
265770.txt,['3674']
275094.txt,['6189']
281818.txt,['1600']
269618.txt,['1311']
272210.txt,['3730']
276533.txt,['2835']
272956.txt,['2836']
279640.txt,['2834']
279245.txt,['3576']
282670.txt,['8741']
275891.txt,['6141']
277096.txt,['3674']
266031.txt,['5010']
280752.txt,['6324']
285675.txt,['8071']
265343.txt,['3317']
284807.txt,['3089']
265783.txt,['1731']
280397.txt,['3841']
267421.txt,['6189']
269402.txt,"['6199', '6199']"
283389.txt,['2836']
266952.txt,['3841']
266618.txt,['4833']
273465.txt,['2300']
270689.txt,[]
270553.txt,['2860']
274463.txt,['2834']
281964.txt,['2834']
283194.txt,['6510']
272962.txt,['6189']
282482.txt,['6189']
283165.txt,"['6189', '6189']"
274683.txt,['2810']
273112.txt,"['6189', '6189']"
285793.txt,['7389']
275309.txt,['5990']
267234.txt,['5171']
280738.txt,['5990']
271955.txt,['5311']
271945.txt,['2080']
276811.txt,['2531']
284970.txt,['8071']
277946.txt,['6021']
269704.txt,['4841']
284038.txt,['6411']
277987.txt,['4213']
267160.txt,['4731']
284874.txt,['6022']
274803.txt,['6189']
277318.txt,['5031']
275146.txt,['6189']
278525.txt,['4731']
278031.txt,['6221']
267360.txt,['3826']
276350.txt,['3578']
268440.txt,['8731']
280550.txt,['6022']
270952.txt,['6770']
265492.txt,['6022']
278177.txt,['5812']
280489.txt,['8742']
267717.txt,[]
283995.txt,['6189']
282455.txt,['6189']
271060.txt,['6189']
275519.txt,['4011']
280359.txt,['5812']
281505.txt,['1381']
280437.txt,"['6512', '6512']"
271980.txt,[]
273787.txt,['6189']
272970.txt,['2834']
267287.txt,['7320']
274132.txt,['6189']
275628.txt,"['6189', '4911']"
279794.txt,['3140']
271802.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
283712.txt,"['6189', '6189']"
274678.txt,['6189']
283754.txt,['6189']
279267.txt,['5045']
265549.txt,"['4924', '4923']"
283469.txt,['6770']
270825.txt,['6282']
284703.txt,['2451']
282538.txt,['7310']
281058.txt,['6022']
269007.txt,['1700']
282187.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
268233.txt,"['4911', '4911', '4911', '4911']"
269166.txt,['4950']
269731.txt,['3841']
274507.txt,['2510']
266830.txt,['5961']
276314.txt,['3841']
267670.txt,"['6189', '6189']"
271255.txt,['1040']
285785.txt,['3420']
281166.txt,['8741']
275615.txt,"['4924', '4924', '4924']"
278261.txt,['6770']
268337.txt,['6189']
271445.txt,['6189']
267873.txt,['6282']
274004.txt,['2821']
272116.txt,['6022']
266405.txt,['6021']
267029.txt,['7389']
280488.txt,['2030']
284078.txt,['7372']
271022.txt,['3841']
281233.txt,['7389']
270576.txt,['2836']
285660.txt,['3841']
284669.txt,['7830']
266593.txt,['7372']
269767.txt,['7819']
272508.txt,['6794']
267702.txt,['7200']
272396.txt,['5030']
272442.txt,['7200']
265139.txt,['7011']
274216.txt,"['6189', '6189']"
276889.txt,['1000']
281617.txt,['7370']
265532.txt,"['3714', '3714']"
271978.txt,['7374']
274240.txt,['6189']
280459.txt,['3990']
277104.txt,['8062']
268160.txt,['6221']
277677.txt,['3845']
274676.txt,['6770']
272481.txt,['6189']
270022.txt,['2834']
270749.txt,['2833']
270819.txt,['0900']
275554.txt,['3530']
282914.txt,[]
266131.txt,['3272']
282249.txt,['5812']
275781.txt,['2851']
274624.txt,['6510']
284554.txt,['3679']
277880.txt,['3714']
277053.txt,['3579']
276087.txt,['3821']
267871.txt,['3559']
269689.txt,['2834']
283084.txt,[]
267583.txt,['6282']
282304.txt,['3823']
275836.txt,['6022']
267065.txt,['3826']
270080.txt,['6798']
279386.txt,['5651']
271124.txt,['1600']
280726.txt,"['6221', '6221']"
268866.txt,"['6189', '6189']"
273068.txt,['8742']
277270.txt,['4931']
278651.txt,['3420']
270321.txt,['1311']
278524.txt,['4731']
278962.txt,['6211']
275552.txt,['2810']
275484.txt,['3672']
277807.txt,['8090']
269826.txt,['5090']
275780.txt,['2851']
269270.txt,['3640']
272640.txt,"['6798', '6798']"
280833.txt,"['6221', '6221']"
275548.txt,['3564']
268201.txt,['1311']
266476.txt,"['4900', '4931', '4911', '4911', '4911', '4911']"
276850.txt,['4813']
277969.txt,['3560']
266217.txt,['2834']
279374.txt,['6798']
280185.txt,['6321']
275739.txt,['5600']
272828.txt,['5812']
275050.txt,['7310']
270039.txt,['6798']
273602.txt,['6189']
275213.txt,['6189']
280528.txt,['7370']
285378.txt,['3715']
270614.txt,['1311']
269482.txt,['1400']
265901.txt,['3560']
276385.txt,"['4900', '4911', '4911', '4911', '4931', '4911']"
278142.txt,['3690']
278314.txt,['2836']
284266.txt,['2834']
265561.txt,['5411']
267053.txt,['4610']
284903.txt,['7340']
270792.txt,['7389']
280276.txt,['6351']
266458.txt,['7374']
285615.txt,['6798']
280570.txt,['2300']
269580.txt,['2834']
271889.txt,['7372']
279850.txt,['3100']
281497.txt,['7311']
277162.txt,['3663']
275197.txt,['6189']
279579.txt,['6331']
283464.txt,"['6189', '6189']"
276384.txt,['6022']
267077.txt,['2911']
280847.txt,"['6189', '6189']"
275123.txt,['6189']
273678.txt,['6189']
284890.txt,['3559']
276977.txt,['1311']
283954.txt,"['3577', '3577']"
279918.txt,['2834']
271479.txt,['6189']
271317.txt,['6189']
284973.txt,"['6798', '6798']"
268484.txt,['1000']
284748.txt,['4213']
277830.txt,['6311']
285053.txt,['4931']
265963.txt,['4953']
266253.txt,['3690']
271678.txt,['3420']
281500.txt,['5900']
272604.txt,['2834']
269817.txt,['3841']
267774.txt,['6022']
267922.txt,"['2800', '2800']"
285356.txt,['2870']
281841.txt,['6189']
271884.txt,['8071']
280299.txt,['3841']
265832.txt,['6022']
277332.txt,['5651']
280270.txt,"['4841', '4841']"
274162.txt,['2082']
267625.txt,['2834']
275454.txt,"['4911', '4911', '4911', '4911']"
274290.txt,['3711']
266061.txt,['3460']
279780.txt,['3533']
281092.txt,['0200']
265279.txt,['7371']
282849.txt,['7812']
284829.txt,['0100']
272600.txt,['7389']
285462.txt,['6022']
271526.txt,['7374']
285003.txt,['2834']
270318.txt,['5960']
266595.txt,['8062']
266852.txt,['6021']
270858.txt,['2821']
273560.txt,['7370']
265643.txt,['7372']
283266.txt,['8742']
271763.txt,['3674']
285636.txt,['3420']
271087.txt,['5140']
282692.txt,['7372']
266408.txt,['2834']
285632.txt,['3663']
271517.txt,['8200']
276638.txt,['2024']
267349.txt,['6331']
281173.txt,['5141']
270698.txt,[]
270180.txt,['6798']
265496.txt,['7363']
282866.txt,['6199']
283612.txt,['2844']
285697.txt,"['5900', '5900', '5900', '5900']"
268132.txt,['3842']
270313.txt,[]
268099.txt,['6221']
281849.txt,['3841']
266820.txt,['6022']
272538.txt,['6189']
268952.txt,['2834']
274353.txt,['6189']
280169.txt,['6022']
275340.txt,"['4931', '4931', '4911']"
265519.txt,['3577']
266722.txt,['3663']
282768.txt,"['6798', '6798']"
272350.txt,['2820']
273431.txt,['6189']
277913.txt,['6162']
271758.txt,['6035']
278838.txt,['6500']
279291.txt,['1311']
270561.txt,['6770']
277803.txt,['7389']
278597.txt,['3634']
285213.txt,['2750']
268485.txt,['2834']
275539.txt,['5311']
271408.txt,['6798']
275946.txt,['3350']
275824.txt,['6500']
282757.txt,['6189']
276910.txt,['6021']
285307.txt,['1382']
283804.txt,['6189']
270380.txt,['5090']
271718.txt,['5961']
282920.txt,[]
275211.txt,['7200']
279876.txt,['3826']
278124.txt,['5311']
277185.txt,['4213']
281015.txt,['6500']
281538.txt,['3841']
269947.txt,['6798']
283399.txt,['7372']
279201.txt,['7370']
281852.txt,['7374']
271979.txt,['7374']
267716.txt,[]
275533.txt,"['4911', '4911']"
272025.txt,['4610']
269858.txt,['3571']
284093.txt,['6189']
274209.txt,['2836']
268888.txt,[]
275515.txt,['1311']
265426.txt,['6200']
269271.txt,['1040']
284255.txt,"['0100', '2820']"
278287.txt,"['6189', '6189']"
269070.txt,['6798']
269318.txt,['6199']
277299.txt,['6500']
278973.txt,['6798']
282765.txt,['7370']
273937.txt,['6189']
275175.txt,['6189']
283713.txt,['6189']
285533.txt,['3679']
285357.txt,['7372']
276718.txt,['3678']
278213.txt,['3674']
270761.txt,['2834']
266286.txt,['3310']
275244.txt,['3720']
266890.txt,['7389']
270538.txt,['3841']
269530.txt,['3841']
279124.txt,['3826']
278398.txt,['2835']
281064.txt,['2834']
268350.txt,['1381']
280964.txt,['6331']
278308.txt,['6022']
275158.txt,['6189']
283279.txt,['6189']
274784.txt,['6189']
277907.txt,['2834']
282244.txt,"['6798', '6798']"
279197.txt,['2834']
268291.txt,['6022']
283291.txt,['7389']
281417.txt,['6798']
271845.txt,['5961']
276772.txt,['6513']
274349.txt,['6798']
267431.txt,['8731']
278481.txt,['6221']
271571.txt,['1531']
284100.txt,['6189']
266559.txt,['2000']
280111.txt,['5331']
273118.txt,['6770']
285384.txt,['2060']
275011.txt,['7011']
275564.txt,['2820']
273927.txt,['2080']
278855.txt,['6199']
273657.txt,['6189']
277184.txt,['4213']
265903.txt,"['4941', '4941']"
272906.txt,['6798']
282424.txt,[]
267907.txt,['2836']
281990.txt,['4412']
270175.txt,['6798']
281715.txt,['1520']
274435.txt,['6770']
285592.txt,['5331']
273743.txt,['2834']
270707.txt,['1520']
269828.txt,['2834']
282211.txt,[]
275560.txt,['3728']
271055.txt,['6141']
273423.txt,['3663']
273892.txt,['6189']
282852.txt,['5600']
284806.txt,['2800']
280493.txt,['3841']
266977.txt,['6282']
272674.txt,['3845']
279498.txt,['8742']
284120.txt,['6189']
275080.txt,['6189']
265508.txt,['3559']
273959.txt,['1311']
275076.txt,['6189']
274110.txt,['6189']
275922.txt,['2040']
276778.txt,['7373']
277700.txt,['3663']
270515.txt,['2834']
270379.txt,['5990']
273314.txt,['6022']
277325.txt,['2834']
280165.txt,['5621']
277152.txt,"['4931', '4911', '4931', '4931', '4911', '4931', '4911', '4931', '4911']"
272068.txt,['7380']
284104.txt,['6189']
284451.txt,['3570']
266991.txt,['6200']
268935.txt,['7389']
283039.txt,['3949']
265831.txt,['2890']
269901.txt,['7900']
278443.txt,['6798']
267429.txt,['3310']
281658.txt,['4700']
278644.txt,['8051']
284722.txt,['6512']
282321.txt,['6282']
276126.txt,['3540']
280715.txt,['2860']
281396.txt,['6221']
282542.txt,['7370']
271719.txt,['5961']
272668.txt,['4923']
276462.txt,['7200']
277593.txt,['6221']
276839.txt,['6282']
270608.txt,['8742']
277972.txt,['5141']
282135.txt,"['6798', '6798']"
269191.txt,['7389']
285538.txt,['3523']
272284.txt,['5945']
282615.txt,['6189']
281605.txt,['6035']
274073.txt,['6189']
271113.txt,['6189']
270077.txt,['3711']
273490.txt,['6189']
281379.txt,['3841']
275190.txt,['6189']
277298.txt,['7990']
266287.txt,['7900']
272777.txt,['5812']
276043.txt,['3570']
274011.txt,['6189']
271387.txt,['3433']
283748.txt,['6770']
277848.txt,['3669']
275751.txt,['8731']
278380.txt,"['6798', '6798']"
280008.txt,['5531']
271257.txt,['3829']
268623.txt,['1311']
278080.txt,['3841']
282392.txt,['8742']
281052.txt,['7200']
285755.txt,['3790']
267509.txt,['6189']
270059.txt,['2834']
277696.txt,['3350']
265205.txt,['3510']
282182.txt,['8741']
272393.txt,['8742']
269461.txt,['6770']
275826.txt,['3714']
284152.txt,['8060']
279142.txt,['1311']
270093.txt,['4813']
268825.txt,"['6221', '6221']"
265263.txt,['8742']
267355.txt,['3411']
277155.txt,['2511']
284596.txt,['4011']
282383.txt,['7370']
273809.txt,['3620']
283510.txt,['6189']
270109.txt,['7372']
278692.txt,"['6798', '6798']"
266189.txt,['4931']
272361.txt,['3312']
271219.txt,['2834']
278632.txt,"['4931', '4931']"
278806.txt,['6798']
269512.txt,['6798']
284531.txt,"['4512', '4512']"
275875.txt,"['4911', '4911']"
285039.txt,['3690']
268311.txt,['2834']
275396.txt,['3420']
285185.txt,['6022']
273774.txt,['6770']
282853.txt,['6022']
266512.txt,['8731']
277322.txt,['3221']
269169.txt,['6022']
276544.txt,['8700']
269864.txt,['7372']
285670.txt,['5110']
275759.txt,['2842']
271737.txt,['2834']
266706.txt,['6221']
281026.txt,['1040']
266062.txt,['3460']
274550.txt,['1389']
268231.txt,['6035']
271749.txt,['6189']
272743.txt,['7011']
274611.txt,['7372']
269024.txt,['6798']
265554.txt,['8731']
267100.txt,['2834']
274958.txt,['6189']
271779.txt,['2836']
269772.txt,['2631']
270234.txt,['6798']
275978.txt,['3724']
280825.txt,['6531']
283779.txt,['4220']
271677.txt,['4841']
267331.txt,['7310']
285162.txt,['3826']
268286.txt,['1311']
283382.txt,['6798']
283426.txt,['6189']
282948.txt,"['6189', '6189']"
268604.txt,['2834']
270632.txt,['6770']
265500.txt,['5500']
267407.txt,['2834']
268274.txt,['7372']
272302.txt,['6189']
265881.txt,['6798']
269995.txt,['6022']
269170.txt,['6282']
285682.txt,"['4932', '4922', '4931']"
281054.txt,['2834']
282236.txt,['2834']
268458.txt,['2836']
281387.txt,['6022']
280713.txt,['5900']
284337.txt,['2911']
277788.txt,['6221']
285152.txt,['3621']
278241.txt,['6331']
268328.txt,['1000']
272512.txt,['6798']
277174.txt,['6798']
267981.txt,['6798']
266266.txt,['7310']
272900.txt,['1090']
267937.txt,['2834']
278550.txt,['3564']
284444.txt,['6022']
280767.txt,['1000']
270706.txt,['1520']
267081.txt,['3312']
282961.txt,['6189']
280467.txt,['5211']
285302.txt,['2086']
284699.txt,['5122']
271731.txt,['5400']
274541.txt,['6770']
273697.txt,['6022']
268541.txt,['5900']
270007.txt,['3674']
281772.txt,['3841']
275673.txt,['6022']
265681.txt,['5651']
270385.txt,['3272']
266731.txt,['6324']
279510.txt,['6021']
276144.txt,['3714']
285635.txt,['6282']
271795.txt,['1311']
274770.txt,['6189']
276925.txt,['4941']
270597.txt,['1040']
269585.txt,['8741']
265876.txt,['7389']
274453.txt,['6189']
283550.txt,['2834']
270004.txt,['3559']
279723.txt,['3620']
267299.txt,['4911']
275446.txt,['7371']
280805.txt,['5531']
265999.txt,['3714']
282311.txt,['6798']
281843.txt,['1381']
272544.txt,['3669']
282369.txt,['2834']
285756.txt,['8062']
269320.txt,['6282']
279157.txt,['7374']
273453.txt,['3730']
282778.txt,['7370']
280871.txt,['5065']
273722.txt,['3823']
277119.txt,['6331']
275430.txt,['3812']
278932.txt,"['6798', '6519']"
270733.txt,['6798']
281312.txt,['6798']
282611.txt,['3690']
265409.txt,['2834']
274173.txt,['3845']
280541.txt,['6189']
276433.txt,['3829']
281777.txt,['5712']
278069.txt,['3448']
268677.txt,['7372']
277979.txt,['3826']
270098.txt,['6221']
276000.txt,['3670']
274753.txt,['2836']
274296.txt,['4011']
274330.txt,['5030']
280066.txt,['2834']
280988.txt,['1000']
280984.txt,['6282']
276151.txt,['3561']
274027.txt,['8071']
282080.txt,['7372']
272798.txt,[]
283318.txt,['1389']
273621.txt,['6189']
270376.txt,['5812']
271534.txt,['4822']
277503.txt,['3577']
270565.txt,['8071']
282921.txt,[]
279833.txt,['6200']
279321.txt,"['4932', '4922', '4931']"
267748.txt,['5812']
280132.txt,['1000']
267004.txt,['6035']
273917.txt,['6189']
279914.txt,['2000']
274487.txt,['7389']
269728.txt,['6022']
265992.txt,['6770']
283883.txt,['6189']
284565.txt,"['4911', '4911', '4911', '4911', '4924', '4911']"
279242.txt,['5651']
271082.txt,['1389']
277166.txt,['4213']
281830.txt,['6189']
280945.txt,['6221']
280433.txt,['3060']
270016.txt,['7359']
270923.txt,['5990']
278889.txt,['3420']
282584.txt,['7389']
269685.txt,['6035']
268591.txt,"['6221', '6221']"
270751.txt,['3841']
281059.txt,['2820']
277110.txt,['3531']
268561.txt,['7389']
282398.txt,['6021']
275540.txt,['5311']
280762.txt,['2834']
276133.txt,['6331']
277676.txt,['3845']
270715.txt,['7374']
277362.txt,['3640']
278371.txt,['6311']
280826.txt,['2834']
266321.txt,['7389']
272704.txt,['7374']
277121.txt,['4512']
281284.txt,['6500']
275473.txt,['3490']
284772.txt,['6022']
282092.txt,['7990']
283834.txt,"['6189', '6189']"
273024.txt,['7372']
280778.txt,['1040']
271199.txt,['5172']
284216.txt,['2834']
284454.txt,['2911']
271495.txt,['2834']
282088.txt,['6189']
269068.txt,[]
278507.txt,['5190']
277793.txt,['6022']
283396.txt,['6798']
281710.txt,['1311']
283461.txt,['6798']
278019.txt,['6022']
281806.txt,['2834']
272853.txt,['5090']
284725.txt,['7363']
267184.txt,['1311']
267985.txt,['7372']
273919.txt,['2300']
273076.txt,['6189']
271289.txt,['5812']
279521.txt,['2836']
277730.txt,['1311']
277089.txt,['5045']
281112.txt,['3674']
266500.txt,['3842']
270330.txt,['3670']
279452.txt,['6022']
280239.txt,['8200']
270570.txt,['6036']
266468.txt,['3674']
265906.txt,['6021']
278761.txt,['3829']
270737.txt,['7370']
273700.txt,['1311']
270835.txt,['5990']
285532.txt,['3578']
283361.txt,['6035']
284169.txt,['6021']
265962.txt,"['6798', '6798']"
276890.txt,['1000']
265182.txt,['8700']
282359.txt,['2834']
277494.txt,['2834']
272771.txt,['2851']
283372.txt,['1221']
269200.txt,['3523']
277151.txt,['6552']
284898.txt,['7363']
282916.txt,['6189']
275594.txt,['3861']
267282.txt,['6199']
284908.txt,['6798']
272130.txt,['6189']
268824.txt,"['6221', '6221']"
271748.txt,['6189']
273662.txt,[]
279109.txt,['3826']
266844.txt,['7371']
281519.txt,['6022']
266285.txt,['3310']
285397.txt,['2670']
283601.txt,['6189']
268700.txt,['2834']
284047.txt,['6189']
278667.txt,"['4932', '4922', '4931']"
271836.txt,['7359']
276557.txt,['3823']
267382.txt,['2834']
271418.txt,['6189']
278501.txt,['2834']
269388.txt,['6221']
265390.txt,['6022']
284530.txt,['3531']
275037.txt,['2834']
271510.txt,['6189']
272621.txt,['5661']
266783.txt,['3674']
277450.txt,['7389']
270886.txt,['2835']
267644.txt,['8742']
269853.txt,['6035']
270124.txt,['6221']
266609.txt,['7372']
285004.txt,['3663']
279324.txt,['3577']
269309.txt,['2860']
284958.txt,"['4931', '4931', '4911']"
268617.txt,['5990']
265064.txt,['6153']
274532.txt,['6189']
266987.txt,['1311']
266734.txt,['3661']
266821.txt,['6022']
284630.txt,['5812']
280926.txt,['6282']
276147.txt,"['4900', '4931']"
276006.txt,['6021']
279429.txt,['3674']
279442.txt,['4513']
269859.txt,['7372']
273461.txt,['7310']
273052.txt,['2870']
282056.txt,['6189']
277699.txt,['3663']
281613.txt,['6022']
284553.txt,['3674']
274741.txt,['5810']
284916.txt,['2080']
272468.txt,['0900']
284416.txt,['5651']
267553.txt,['6189']
283869.txt,['2834']
278244.txt,['2834']
273245.txt,['3559']
272146.txt,['1311']
278113.txt,['2800']
270926.txt,['5400']
285373.txt,['4213']
277744.txt,['3140']
274714.txt,['2836']
279482.txt,['6798']
269114.txt,['5812']
268210.txt,['3812']
282821.txt,['6189']
282996.txt,['6189']
278861.txt,['8711']
284465.txt,['6153']
282195.txt,['7389']
275916.txt,['3730']
278901.txt,['3760']
282633.txt,['6531']
276771.txt,['6513']
268003.txt,['2834']
274536.txt,['6798']
274687.txt,"['6189', '6189']"
276110.txt,['2030']
280634.txt,['2860']
270115.txt,['1311']
271452.txt,['6189']
276529.txt,['8093']
265096.txt,['5084']
271494.txt,['6189']
272392.txt,['8742']
279455.txt,['6029']
281529.txt,"['6798', '6798']"
277943.txt,['7310']
282576.txt,['5912']
268856.txt,"['6189', '6189']"
278368.txt,['6022']
278315.txt,['1311']
268326.txt,['6331']
277111.txt,['3531']
276609.txt,['3829']
277857.txt,['2844']
285535.txt,['2834']
281686.txt,['2834']
278355.txt,['3523']
279419.txt,['6036']
273834.txt,['3690']
269956.txt,['6500']
266990.txt,['6200']
272739.txt,['7372']
283698.txt,['6189']
267447.txt,['2834']
271019.txt,['1311']
270354.txt,['2080']
